,tweet_id,sentiment,content
19000,1966129404,negative,"really tired. and have to work the whole day tomorrow, the thought of it depresses me.  uncoooool...."
19001,1966129469,negative,@deegirl825 you're just unhappy to return to occupying the same city as me  I am cry now too.
19002,1966129930,negative,"@AwkwardTown I know. I think I'm going to have to miss it, though.  This is when sacrificing money for job happiness sucks ass."
19003,1966130309,negative,"@mitchelmusso, i called your say naw and got a voicemail for a guy named shannon..."
19004,1966130537,negative,@BullyOSullivan sorry to hear that.
19005,1966130824,negative,"Played a show tonight @ Chinnerys, southend. Snapped my guitar strap, ripped off the strings then threw my guitar across the stage..."
19006,1966130917,negative,i think that i'm the only 1 on!!!
19009,1966131832,positive,"@dino2gnt Yeah, I'm getting ready to go get pizza. Then nothing to do  Maybe @hazard_2gnt will want to play Xbox."
19010,1966131839,positive,@firebird06 ya I just NEVER play it...I'm basically only using my PS3 these days
19011,1966132160,negative,@StanGill Uh.... what does that mean?
19013,1966133173,negative,@anthonyamor hey member when we were better friends then you and anthony. That was pretty sweet ha. Way to be a trader for the weiner.
19016,1966152865,negative,@KrissyJill fuck.  It's only in Canada right now.
19017,1966153163,negative,I'm nervous... I hope I get in... this could be a costly mistake... more like procrastination and assumption...
19021,1966154768,negative,sitting around doing fuck all....tired
19022,1966154937,negative,so bored...miss everybody already
19024,1966155823,negative,I miss Vermont
19025,1966155977,negative,@rodmcnasty000  I miss you
19027,1966156693,negative,@MyroneTadrid  aw her latest &quot; selenagomezLast day of shooting... Goodbye Canada. &quot;
19030,1966157312,negative,It just had to rain on me almost a perfect day now my clothes are wet
19031,1966157377,positive,"@soxdeepinstatic  i know, i would've liked to have been able to play with you all spring semester  meeting was good, just an introduction"
19033,1966157719,negative,i dont feel very good
19034,1966157757,negative,@alilje why do you say that i'm a dick? i find that hurtful!
19035,1966157815,negative,@bellagm yes that sucks. i miss you
19036,1966158783,positive,@karyva  i want alexis bledel back on screen every thursday night
19038,1966159052,negative,@dance2jeffreee lOL 518 that was not the year i was born  lol
19039,1966159127,positive,Drew's new songs make me cry.  I miss Thomas already!
19040,1966159333,negative,"@juicystar007 I can't get in, I'm in a waiting room"
19043,1966160229,negative,Trying to sleep but it's too hot!
19044,1966160314,negative,"@MissJizzle Yeah, the economy sucks SO BAD.  Yeah, I know what a cafeteria is. I'm unemployed at the moment and I hate it!"
19045,1966160431,negative,Big Sam Houston is not big enough to overcome the challanges of moving-car-iphone photography  http://yfrog.com/0xhu5j
19046,1966160451,negative,Boo Im lonely and bored
19049,1966160821,negative,"My friend has sent me such a sweet sms. I can't wait to see you, I'm actually missing you"
19050,1966161110,positive,i have to be at work at 5 am  ... thanks to me ppl will be getting their freakin starbucks. peace out ppls!
19051,1966161518,negative,"PLEASE PLEASE, ANYONE?"
19052,1966161543,negative,missing my bffls! missing my friday night dates!  hot dogs for dinner then who knows what the evening holds!
19055,1966162343,negative,UP is out today!!! Why why why why does my head hurt so badly??!?!??!!?   I want to see it!!!
19056,1966162362,negative,"@adamtheeditor I heard it was disappointing, which I am disappointed by before I've even seen it.  What a waste of C. Bale."
19057,1966162428,negative,@TraceyHewins Tired! I may have to go to bed. Trouble is I miss all my American evening friends.     X
19058,1966162534,positive,@showtime757 I wanna go
19059,1966162648,positive,wishing i could go to CaBo tonight
19060,1966162799,negative,@CSURyan I am surprised you haven't fired @StuckeyCSU for announcing the whole world of they body they'd found &quot;Selfish&quot;
19061,1966162981,negative,I don't like my dress
19062,1966163691,negative,@nomadiquemc I want to be at @urbangrind
19063,1966163711,positive,"I wish i had my iPod , i need some jonas . I miss their sexy voices  JB forever !"
19064,1966163850,positive,"Oh, but Grease is on VH1! It's almost over, though  http://myloc.me/2215"
19066,1966164135,negative,Just got home from school LOL 2 1/2 weeks left yay!!! Then off 2 summer school
19067,1966164778,negative,@dougiemcfly http://twitpic.com/67uc7 - can you lend me one? I have a cold too
19069,1966165200,negative,officially has pink eye.
19070,1966165817,negative,the trip was really great. but i cant belive summers here
19071,1966165995,positive,it's too beautiful to stay inside
19073,1966166958,positive,i miss my puppies...
19075,1966167063,negative,@RIngram08 glad u feel like cooking I'm so tired
19076,1966167233,negative,@juandeleon1021 don't be mean....I'm having to give him to my brother this weekend
19079,1966168179,positive,Finally eating unagi I've been saving up for a while! +udon :] AGH I just realized the band playing at Bear Garden today is one I like!
19080,1966168783,negative,Want: To play Sacred 2... Reality: Spend all day at the hosp...
19081,1966169053,negative,At my rehearsal...gonna miss the game  please keep me updated! Go Nuggets!
19082,1966169072,negative,@HeWhoWrites Aww I feel bad for the lil nigga. He look like he know what's coming
19084,1966170499,negative,@jessicaca yeah i know  been dealin with it for over 2 yrs now
19085,1966170531,negative,@cthundr How could you go to Cali without me??? I'm sad.
19086,1966170604,negative,@BullyOSullivan Oh no! So sorry about your pets..
19087,1966170728,negative,is feeling sad  I so dont do goodbye'z!!!!
19088,1966171157,negative,@Xx_JessicaB_xX yip.....aw gonna miss them on bb
19089,1966171211,positive,@maryviolet I miss standing next to you...
19091,1966171682,negative,This has been a dismal week.
19092,1966171955,negative,"the $60,000 i spent going to college was well spent.  I'm going to meet a man tomorrow in the Toys'R'Us parking lot for a cleaning job."
19093,1966172038,negative,"The day started so wonderful, but now our kids our crying because our kitty is missing  We just got back from posting signs around."
19094,1966172188,negative,@BigHeadAsian Ahhh...can't do this one....will be in las Vegas that weekend  #noctweetup
19095,1966172671,positive,"@AuthorSaoirse_R Drive-in!? srsly!? *jealous*  I have never ever been to one.  there is one down the rd, but it's no longer operational :|"
19096,1966172883,negative,Feeling kinda nervous when there was a virus found on the computer
19097,1966173915,negative,Hail/Thunder storm here. The Power keeps on going on then off. It sucks.
19099,1966174817,positive,hooome from work. why am i awake still? up in 5 hours
19100,1966174865,negative,i was invited to one on the beach but it was too short notice i mean why the hell tell you 2hrs before?? really?
19101,1966175032,negative,cant go to work tomorow. still sick  grrr its anoying me now!x
19104,1966175812,negative,"@yummy411 @Cocoabebe I know, right? I guess the oldest doesn't hold rank on field trips anymore."
19105,1966175847,negative,@colinmoge  the one day I need to work
19106,1966176695,negative,@wersching and I have to wait till January. Life is not fair!
19107,1966176745,negative,@edincoat Oh no  I hope you reach him!
19109,1966177697,negative,already missing my biddy bops  home at mom's for the night watching my little bro and getting some rest for my birthday party tomorrow :-D
19111,1966178146,negative,This weekend is completely different from last weekend.
19112,1966178241,negative,@materialistic i know i suck.  my data plan is weak sauce.
19113,1966178480,negative,"@Savfortomorrow Si, no bueno  I guess I just don't entertain him :/"
19114,1966178772,negative,@mileycyrus my cousin is in jail for shoplifting and drugs she is 16! im upset please help me feel better
19115,1966179371,positive,On way to grab @DeejaySpider @ airport. Listenin to #thebeat. There's noooooo way @djflipout would play these mashups.... AVH would be
19118,1966179879,negative,"still can't figure this twitter thing out, i can't my background pic to stick and i can't seem to change my profile pic"
19120,1966180111,negative,Sending angry vibes to the individual in a blue vehicle who hit my car in the QFC parking lot on Broad and failed to leave a note
19121,1966180304,positive,so I just had a violent fightclub like sex dream involving heavily tattooed ladies. I didn't wanna wake up.  lol.
19123,1966180560,negative,@justeezy  woh won at least you aren't in the NYC situation
19124,1966180582,negative,@StaceBDU but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!
19126,1966181827,negative,@irize yea yea  im about to torture myself by doing a stanky leg marathon..ima do the dance for hrs til I can't no mo
19127,1966181941,negative,"oh man, just seen the BGT news.. not cool. i loved greg.  that dancing weepy kid was just fucking obnoxious imo."
19128,1966182443,negative,mommy coming home from vegas tonight! going to pick her up later in islip her plane doesnt get in until 10:40. KILLME. i want my mommy
19129,1966182971,negative,@kakrisch im jealous.  im slaving away at the store and youre chilling on the boat.
19130,1966182992,negative,@jwalsh Damnit all. That sucks.  You were one of the ones I thought I'd drag back lol
19131,1966183016,negative,@ddlovato  my cousin is in jail for shoplifting and drugs she is 16! im upset please help me feel better
19133,1966183373,negative,"I had a new work picture taken today, hated it, it looks too much like me http://bit.ly/PHjUR"
19134,1966183661,positive,@NikkiBenz I want to chat with you in Im some day.
19135,1966183940,negative,"@aaronob My music teacher either expired or forgot about my lesson, leaving me outside waiting for my ride to pick me up for 1 hour."
19136,1966184184,negative,Well it's after 6 and i didn't get a call back  oh well
19138,1966184981,negative,Home finally. Hungry. needs food. mad cause I might not get pizza today  Hanging out with brandon. its raining.. ugh!!
19139,1966185500,negative,lalalalaaaa i have a virus  tear tearrr well my COMPUTER has a virus! running scan grrr : \
19140,1966185749,negative,@mikeziemer you traitor  whiskey and coke is my aphrodisiac
19141,1966189594,negative,@renegadepr cool. looking forward. san francisco was really nice. didn't make it out to napa though  maybe next time.
19142,1966189700,negative,"wish I could feel no pain (8)  but it's ok, at least they like Brazil!"
19143,1966190103,positive,@kidcatastrophe so cool to hear you guys on 104.5! and i can't believe you in were cherry hill a few weeks ago and i missed it  come back
19145,1966190485,negative,@glennbeck wish we could come see u on Denver  husband lost his job and can't afford it
19146,1966190508,negative,I do nothing on friday nights
19147,1966190950,negative,Jane is really sad because she probably won't get perfect on tonight's quiz without the missing article. Should've asked someone for it.
19148,1966190984,positive,@Beauabroughton shud up! lol my device thing doesn't work
19149,1966191037,negative,omg trying to fix pic but its not working!!!! ugh also mom wont let me sleep over sanzz!!!!!  bad day!!!!
19150,1966191170,negative,has a tummy ache.
19151,1966191260,negative,"@rdougan I wish I was! well, for the past hour I have been. But before that I was in bed. Proper migraine!"
19152,1966191298,negative,@joshhebert yeah bit it is overheating a bit and the AC died.
19153,1966191300,positive,Friday!!!!!!!!!! Wooo and nothing to do.  Nuggets better pull it off tonight.
19154,1966191340,negative,@michaelpietsch He's totally ignoring me!! How sad!  I am heartbroken
19155,1966191351,negative,@Jonasbrothers  my cousin is in jail for shoplifting and drugs she is 16! im upset please help me feel better
19156,1966191399,negative,"Got stuck in a traffic jam today, i now have one sunburned arm"
19157,1966191788,negative,@coliwilso *hugs*  still feeling poorly are you
19159,1966192362,negative,"reason #123,243,342 I don't like weathermen, school program canceled due 2 rain.Show 6p-7p now 8:15p still no rain  #weathermenRneverright"
19160,1966192416,negative,I have nacho chips...but no cheese.
19161,1966192431,negative,"On my way to work, I'm kinda sad"
19162,1966192686,positive,I love it when it rains on me when im golfing
19163,1966192769,negative,"chillin on break eatin some grub. pretty burnt out had an eventful day. wanting to go to the movies with Ian, not happening though."
19164,1966192881,negative,I missed your calls
19165,1966193047,positive,@vasilly thanks.  I'm self so I don't see the &quot;my Account&quot; area.  I'll have to dig deeper it seems
19166,1966193658,negative,@RealKeanuReeves   People are cruel sometimes.  I can't imagine being a Star.
19167,1966193693,negative,"Went for run, my sinuses are pissing me off"
19168,1966193774,negative,@sandysurap Thanks. They're both so cute. Havent been home for many years so havent seen them in person
19169,1966193805,negative,misses her phone... having no service sucks
19172,1966194122,negative,@jbdance7  ya i can never watch any of them :l
19173,1966194190,negative,waiting for sleeping pills to kick in... gonna be so tired at work tomorrow
19174,1966194922,negative,I sadly have no voice after the Food Faire and The Academic Pep Rally!! I need my voice.
19176,1966195154,negative,Why the fuck can't I be over this ??? I feel like crying bit I realy don't want to  why is this bothering me sooooooo much !?
19177,1966195155,negative,@survivorqueen I can't shes taken my keys to muh car.
19179,1966195892,negative,"No Rockin on the River for me, tonight..."
19180,1966195949,negative,"Isss boredddd, gotta be up in the morningg"
19182,1966196285,positive,"@LuluLuz  i love you,i love you,i love you -you're the most beautiful and sweet girl ever."
19184,1966196660,negative,"@JeremyBorash wow, honestly not surprising, every time they try to push that guy he gets injured"
19186,1966196694,negative,"@BodyWisdomInc sorry I missed you @pcharityclassic. Saw you across the way, I was busy taking pix-abt 4:15 came to meet U-but U were gone"
19187,1966196733,negative,"Not gonna lie, i'm going to miss high school lunches. A lot. Damn."
19188,1966196916,positive,There was no traffic at all on my way home and all traffic lights were green.Im afraidIowe karma a big check
19189,1966197101,negative,why is this english homework so hard  i seem to be getting nowhere
19190,1966197213,negative,Dang! My voice wont came out! And my snots is covering all my tissues... DANGIT! I hate FLU!
19191,1966197544,negative,@emerilizzie poor kid.  That sucks. Hopefully things look up for her soon. *hugs*
19192,1966198009,negative,@dougreport just checked again and it worked!! Sorry
19193,1966198099,negative,@schambers bud light?!?!?!  up in Massachusetts and no Boston Lager?  Guess I won't catch the next flight   njoy!
19195,1966198575,positive,@emilygrace_BHB I went to that concert and I remember Derek and Mark were hosting! I miss seeing BHB  at the grove.
19197,1966198700,negative,Im giving up on twitter. My pic is gone my background is gone..I'm hopeless when it comes to technology!!
19198,1966198911,positive,@hannahgramm Haha damn you not inviting me
19200,1966198993,negative,@Kalediscope Girl *cries* I'm allergic to seafood
19201,1966199450,negative,"aghh mann i missed like half wowp, nd i dont like to start watching things in the middle of the show, i forgot to record it, im maddd!"
19202,1966199586,negative,@veddersgirl Will start tonight. Bored. Tired of waiting on Darkward. I am breaking up with him
19203,1966199787,negative,@kscarter I feel like I haven't talked to you in a really really long time.
19204,1966199893,negative,@mileycyrus  it wont let me vote even tho im signed in
19205,1966199997,negative,Just got to the gym but w/no energy
19207,1966200468,negative,Ugh boring friday
19208,1966201003,negative,oh and i forgot my cell at home  thankgod for this crackberry
19211,1966201685,negative,@MaryleeFOD I am so sorry I missed your tweet  I was on a nice long chat across the border with pastel. Did you want the recipe? email?
19213,1966201891,negative,waaah.. I can't open my eyes wider! i wanna go back to sleep but i can't sleep properly..
19214,1966201971,negative,"God, why can't I be at #asylum? Really. I never get to do anything cool!"
19215,1966202158,negative,"FCKeditor is giving me problems! Posts just fine, but only edits in plain text! Help!"
19216,1966202490,negative,I hate it when Trevor drives
19217,1966204773,negative,@ the San Antonio Missions game waitressing. Not a huge crowd.  Meaning a slow game.
19218,1966204883,negative,"I'd rather be at #BEATweetup.  Instead, I'm taking my cue from @vromans and shutting down. @wirechairs @annacarollo reprezent-zent!"
19219,1966205070,negative,my fab broke
19220,1966205074,negative,@ceciliaa_ What did he say about it?? Gosh! I missed the yesterday live chat.. I was at bed.. sick
19222,1966205351,negative,I'm in a traffic jam
19223,1966205498,negative,has a broken iphone
19224,1966206110,negative,UUUUUGH!!! I HATE I MISSED @WAYNEDASTAR INTERVIEW!!! I WASNT AT HOME!!! DARN!!!
19225,1966206749,positive,I am finally plugged in to listen to Flashpoints on http//:www.kpfa.org shoutout @norabf and have missed the segment about Chevron
19226,1966206979,positive,says Morning.  http://plurk.com/p/x34ap
19227,1966207016,negative,@AdamRPhoto ow shitttt i cant come get drunk ihave to go to a photo shoot in portsmouth or sumfink  owwwwwwwwwwwww
19229,1966207508,negative,Shots suuuuck!  im done  no more vacines!
19230,1966207613,negative,"Omg, someone just left me a voicemail at work    ffs let me have a day off"
19232,1966208572,negative,i'm a bum today
19235,1966209046,negative,@ArtyTheCat oh noes I missed you again.
19237,1966209187,negative,Just got my dress for my friends wedding. Its a little tight in places. Gotta work out more
19239,1966209786,positive,i hate my presentation  hahah whatever im glad its over
19240,1966209836,positive,just got sold out from UP
19241,1966210418,negative,@wita  Still think it's unfair that Infamous isn't on PC. =/
19242,1966210626,negative,"still feeling crangsty  but sushi for Marianne's bday (tmr) tonight! then pedicures (finally!) even so, I hate feeling like this *pouts*"
19243,1966211009,negative,"@selenagomez AWWWE! I live in Van, would've been so great to see you  but have a great flight!"
19244,1966211024,negative,chris cornell is going pop?!  i prefer the old chris cornell.
19246,1966211483,negative,so i have like no more friends it's kinda sad
19247,1966211864,negative,well its hot as heck right now
19248,1966212221,negative,"ok, twitter doesnt like me   i must be really dumb...how do i send a msg?"
19249,1966212365,negative,offically in DC .....  missing my numero uno
19250,1966212725,positive,joooooooooooooo!!!!!!!!!!!! studying!!!  to be readdy to go to the party!!!   If they let me go!!  jajaja I think yeaahh!!! \m/!!
19252,1966213715,negative,"@annettestarbuck heck yea that beats traffic!  Im on the stinkin toll road (paying to sit in traffic, nice) no milkshakes out here"
19253,1966213761,negative,@emett55 TGIF is right...I think I broke my toe last night - on my bad foot.
19256,1966214572,negative,Wanting to go out... apparently no ones available!
19257,1966214728,positive,@shawncorson i know  i'm tweeting more now though don't you worry!! haha i wish i could fly to ohio! i saw beyonce on monday uhmygawddd!
19258,1966214729,negative,I have to reupload the damn thing again
19260,1966215220,negative,Lack of sleep leads to major head ach
19261,1966215243,negative,They burnt my zuccini
19262,1966215861,positive,"@DD714 Ahh man, and im off NEXT weekend"
19263,1966215991,negative,has such a freakin migraine
19266,1966216638,negative,feeling sick. headache. bored. tireddd
19267,1966216811,negative,@lindyhot oh noo.. i cant see it
19268,1966216818,negative,Our currency is dropping like nobodies business; not a good time to be going overseas  http://is.gd/JsgL
19269,1966217065,negative,I miss vlogcandy
19270,1966217559,negative,Why can't i find any jewellry for my dressssss?
19271,1966217975,negative,@JamaicaPanama im missin out on all the fun aww  *cryin* lol
19272,1966218209,negative,epic fail with the chocolate fountain that got CLOGGED
19273,1966218389,negative,argh! why is the bathroom always closed when I'm late from my break and gotta pee?!!!!
19274,1966218586,negative,Vent:  No one cares
19275,1966218964,negative,I'm so tired. I don't get how I am. I sat on the lawn mower and didn't push the whole damn thing.
19277,1966219744,negative,Aw i couldn't see robert before practice. That makes me sad
19278,1966219792,negative,I MISS TUGGER AND MISTO  last night was amazing&lt;3 i was so close to them :')
19279,1966219921,positive,@BBKwieen all of em! Hahahahaha sry
19280,1966219971,negative,"@efefe http://twitpic.com/64g3b - i think so ! well,u're lucky"
19281,1966220053,negative,@KSdaisy Aw...poor thing.
19282,1966220125,negative,@thecapillary i noticed that you were on the same hallway....shitty   No worries about the BBQ....I'm hoping there will be more to come!!!
19283,1966221061,negative,I ripped my favorite pair of jeans.
19284,1966221168,negative,i just bit my tongue.  blood everywhere!!!
19285,1966221430,positive,Made it to Wisconsin... Now off to Golden Corral again! dang! lol we missed the graduation! tho  Dang!
19287,1966222539,positive,@lolbethie that sounds great right about now. It's ridiculously hot in my house
19289,1966222821,negative,Time for my ritualistic Friday night depression
19291,1966224140,negative,@caraann aww I miss driving down elmwood
19292,1966224172,negative,Burning my tongue on Won Ton soup
19293,1966224323,negative,wow its follow friday and i havent tweeted... Fail. And nobody has followed me today  dble fail. *suicide*
19295,1966224834,positive,@Aphrosie It would still involve me standing up. lol. Windows are too high up. Guess im just gonna have to go out
19296,1966225093,negative,@momneedstherapy - So sorry Ambien got sick.  Perhaps work her ashes into the garden with a catnip plant?
19297,1966225227,positive,@WayneDaStar that's a mess  I'll look for it next week
19298,1966225272,negative,Why hasn't he called. I'm being blown off yet again.
19299,1966225282,negative,sometimes i forget my favorite porn stars are real people too. @bobbyclarkxxx made orange chicken last night and cut his finger off! sad!
19300,1966225608,negative,@jessicagee7 i have restricted driving priviledges...  and i didn't even do anything. stupid double standards
19301,1966225721,negative,"cars,,,,cars....cars.....I need one. ha ha. The one I found last night, that I wanted so bad! is now sold. And not to me"
19302,1966226036,negative,eye still hurts  I Think I'll go sleep now...
19303,1966226334,negative,GAH! I have the headache from hell. Reminds me what my lovely wife goes through all too often
19305,1966226548,positive,Just enjoyed 2 steak quesadillas! Kinda mad cause I'm gonna miss the laker game!
19307,1966226846,negative,rain rain go away.  had to cancel my pool plans! tragic.
19308,1966226900,negative,Is sad there was no Otalia today
19309,1966227150,negative,my day is going way too fast
19310,1966227483,negative,doesn't sound so great at all  http://is.gd/JslB #palmpre
19311,1966227719,negative,so busy already
19312,1966227936,negative,@swiftkaratechop &quot;Jake Cologne&quot; from hollister makes every girl I hug go fucking nuts. Too bad I'm gay.
19313,1966227979,negative,put my dog to sleep  I love you abby RIP&lt;3
19314,1966228071,negative,@KimmyCakezZ yes ma'am u do have a pretty smile. but you also won't eat chipotle with me.
19316,1966229109,negative,So glad the days almost over... Another nite of me nd my pain pills alone at the crib lol. Ughh I wish this weekend was over alreadi!
19317,1966229136,negative,"is in skwl now, and i dont really wanna study.. i saw him --&gt; J***I and makes me feel down.."
19319,1966229306,positive,@rouxified help!!
19320,1966229590,negative,"@cleverindie This spine thing sounds no good  back exercises are no fun, best of luck hon."
19322,1966229671,positive,"So much happier, despite my looming departure"
19323,1966230072,negative,"@SourTwittles Hahahaha! I didn't know it said that, sheeeeittt! I don't get why I can't have a picture... bwaaaahhh"
19324,1966230114,negative,Somehow I have managed to sober up and now I remember how crap I felt pre drink
19325,1966230281,positive,"@cheekyxoxo  I love you, though!"
19326,1966230558,positive,Fun Friday night planned...... Spent at work
19327,1966230651,negative,"at work.. missing my miami fam @anywayz, @abigaildsouza, @mrohboy32, carolina, jonathan, @Prtyprincess, @JessDosil &amp;&amp;&amp; more"
19328,1966230782,negative,@TreoBenny ha! I know..I'm very ashamed.
19330,1966231682,negative,"@Gilove2dance Awww, *hugs* I wish I could help."
19331,1966231709,positive,@JanuaryParker hey they do have that  but these never bothered me before.
19332,1966232111,negative,"I had some work to do, but my wrist hurts too much to do any of it."
19333,1966232476,negative,@HollyTheBoss lol. sorry bout today  ..did u get them?? &amp; what else R U guyz doinq cuz i have to C if im eligable [howeva itz spelled lol]
19335,1966232830,positive,i'm probably the only person in the world that uses tweetie from my ipod touch &amp; not an iphone  ghetto? haha
19336,1966233087,negative,Dudes nothing to doon a friday
19337,1966233124,positive,Listening to nin and working on my break. ALMOST as good as being at the show.....  rock out extra hard @SarfaBarfa
19338,1966233876,negative,Knew she was an idiot..
19340,1966234774,negative,@USelaine No!  I in fact made sure that cookie was never delivered.
19341,1966235006,negative,"feelin depressed ,, i miss you soo damn fcking much besties  ..i wish i wouldnt have left yt"
19342,1966235023,negative,Rain on my parade of beer and fire
19344,1966235539,positive,wishing I was attending #beatweetup I even bought a badge
19345,1966235549,negative,@jmariu i couldn't eat all my nuggets  finish them for me.
19346,1966235640,negative,@Boy_Kill_Boy I is angry
19349,1966236242,negative,Is upset that he didn't get his 24 fix tonight
19350,1966236997,negative,"@Mr_Kimbalicious you can have the milk i have, i only have that here to drink  i think thats whats making me feel sick"
19351,1966237158,negative,"god, brera, why is your plot twist going to fucking everything up i can feel it"
19353,1966237909,positive,hi from chile!!! It's 9 deg C  winter's coming....cant wait for cali sun.
19354,1966238684,negative,Oh how today sucks....
19355,1966238881,positive,@Hockeyvampiress glad you have a squeee moment good for you-- I just got bills in the mail
19356,1966238917,positive,@JAYSFIT I SOOOOOOOOOOOOOOOOO NEED TO SEE U  IM ON SOME BS 4REAL DEADASS LMAO
19357,1966239158,negative,@NaomiER Having a bad day actually  but your cd keeps my spirits lifted
19358,1966239946,negative,At an 80''S retro prom wishing HE was here to dance with!  I'm gonna miss his great dancing 2nite  but still having a blast &amp; a few drinks
19359,1966240793,negative,@danachs I am lost. Please help me find a good home.
19360,1966240917,negative,@brentonscowie  dude i will check again but i couldnt find anything  haha i am capital F-U-C-K-E-D
19361,1966240947,positive,Rushed to get to ups and they close at 7... I got here at 705 after making a wrong turn
19362,1966241061,negative,@djcommish @JuneBug143 Awww hey boo..  i know i miss all of them
19365,1966241834,negative,"@ddlovato How hard is it 2 be running back an forth constantly? Ya kno workin all the time, havin crazy sleepin schedules? Must be hard"
19366,1966242117,positive,@FenterZ hahaha your gonna beat me again  LOL at james sahal and his &quot;stunnerbum&quot;
19367,1966242880,positive,Oops forgot to shave my legs!  Byebye to my favorite cousin   Bklyn two nights in a row... We go hardd!!!!!!!
19368,1966242915,negative,@prettyrach I am 100% jealous.  wish I had some
19369,1966243236,negative,is crying..because the school years over  i wont get to see my teachers!  i wont get to see johnathan.......
19370,1966243329,negative,Wow. So I hate Staples right now. Majorly. Thanks for being complete fucktards and killing our productivity
19372,1966243993,negative,Sigh only 1 problem though i need to call Stooopid LIME aka Cable and Wireless and have them reconnect my interent 2 day without net  sads
19373,1966244013,negative,@brighit @lilypenelope @Guy_Vincent @torbengee @@Winsorandnewt i missed the party!!!!  i bought wine and everything!!!
19375,1966244260,negative,I think my phone has officially bit the dust.
19376,1966244397,negative,Sitting in the car. My ipod is about to die so Im not gonna have anything to do.
19377,1966244564,negative,@nezua i want to comment but don't understand what you're saying
19380,1966245922,negative,"There go my big plans... thanks, tonsils."
19381,1966246124,positive,@courtbolin i miss youuu and i wish i was dodging semis with you
19382,1966246334,positive,"Bought some little plastic personal wine bottles at Jewel, perfect for rooftop boozin'! Wish I didn't have to wait so long!"
19383,1966246467,negative,": I saw US Postal was hiring, but once I was done filling out the pre-application thingy it didn't show me jobs open in the area."
19384,1966246529,negative,@owl311 that makes me sad...
19385,1966247227,positive,I just wanna be happy
19386,1966247900,negative,I wish I could see dramafest SO BAD.
19387,1966248322,positive,"@lacietee i wish i was going, cuz i miss you."
19388,1966248355,negative,@el_juansimon God I'm bored. Wish we could've done something 2night!
19390,1966249529,negative,Making a list of SiC 2009 attendances
19391,1966249554,negative,@samsamsammm i miss you!!  stupid work!
19392,1966249696,negative,"at work.. missing my miami fam @anywayz, @abigaildsouza, @mrohboy32, carolina, @jonathan305, @Prtyprincess, @JessDosil &amp;&amp;&amp; more"
19394,1966250104,negative,thinking i cant handle my life like this anymore... almost seems as if suicides the answer... unfortunately.
19395,1966250384,positive,Trying to reorganize plans for tonight uggg  Hopefully it will still be lots 'o fun!
19396,1966250559,negative,friday.....i have nothing to do so sad
19397,1966250700,negative,"@kidkierain yeah, that does sound a bit bad man... i got fucking exam week this week"
19398,1966251102,negative,is terrible at saving money..
19399,1966251133,negative,working on diffusing that irritation but this traffic sure isn't helping  mother F! it's always real bad the days th@ i help plan stuff
19400,1966251620,negative,@yomama8929 I go into the room for the first time in weeks and you're off cleaning
19403,1966252179,negative,"brother's back!! &amp;&amp; i found this really small dead bird on my deck  so sad, i basically cried."
19404,1966252257,positive,"wish i could be in via funchal  yesterday, @tommcfly, @Dannymcfly, @dougiemcfly, @mcflyharry were PERFECT, the best day in my life XX"
19405,1966252262,positive,28ï¿½ in VanCity? Holy shizz. I will be home soon kids!
19406,1966252667,positive,@davidaldrich_wx Did you see the color of the sky and how it looks in Philly??  It is yellowish/orangeish/brownish looks scary!!  lol
19407,1966252695,negative,"Misses JP  I do not know what to do and iv given myself a headache thinking about it, just makes me want to cry"
19408,1966253012,negative,"Didn't expect to have a car accident, then the pain kick in 4 days later"
19409,1966253593,negative,I feel like a lost puppy without my phone.
19410,1966253854,negative,"if i make some madeleines, i need to have a bake sale or something. god. boredom needs to = something other than baking"
19411,1966258651,positive,@Atashas your sister would ! hahah thats so funny !! i thought you liked them
19412,1966258701,negative,@bktassava I am lost. Please help me find a good home.
19413,1966258782,negative,off to bed was gonna read some new moon but its a little late now  night night all xxx
19414,1966258811,negative,just got back home... bored now
19415,1966258993,negative,hates scaleeeee
19416,1966259098,negative,"She tells me that she feels miserable, so at least it's mutual."
19417,1966259141,negative,Ugh I don't feel well again all of a sudden
19418,1966259174,negative,@alinachka is there anyway you could forgive me?
19419,1966259744,positive,"been working all day, finally relaxing!! i miss you"
19420,1966259875,negative,"So... Things didn't work out as expected, well damm"
19422,1966260673,negative,@uwbadgerkelly because you had chips and sale w/o me
19423,1966260738,negative,Bella doesn't love me no more
19424,1966260860,negative,I have a sore tummy
19425,1966261150,negative,@sarah6800 I miss you already. All the sad faces you texted me were seriously gonna make me cry.
19427,1966261776,negative,"@RealRobBrydon Hi Rob, will you be coming back and doing any more shows in Wales again soon? Missed you the first time."
19428,1966262048,negative,@mssbxny artery tomorrow. No more Hagen Daz for me
19429,1966262139,negative,@CiiTYLiiGHTSx3 what happened? who's the jerk!?
19430,1966262338,negative,"@RainbowAnne  Well, it was a nice thought while it lasted. Maybe he'll leave properly next time *crosses fingers*"
19432,1966262600,negative,@davidaldrich_wx it looks like it did in Ohio after a tornado hit.
19433,1966263058,negative,My picture won't update.
19434,1966263555,negative,"Graveyard charged my card twice (one correct total, one random amt) from last night's #atltweet tweetup. Check your accounts!"
19435,1966263770,negative,@Heylushh haha me tooooo! I miss you I havnt seen you in ages
